EMPRESA (SIGLA),MÊS,AEROPORTO DE ORIGEM (UF),AEROPORTO DE DESTINO (REGIÃO),ORDER
SID,2,GO,SUDESTE,928
SID,2,GO,SUDESTE,34787
SID,2,SP,CENTRO-OESTE,33345
SID,2,SP,NORTE,3303
SID,2,SP,SUDESTE,15407
SID,2,SP,CENTRO-OESTE,
SID,2,SP,NORTE,5394
SID,2,SP,NORDESTE,
SID,2,SP,SUDESTE,6740
SID,2,SP,CENTRO-OESTE,34787
SID,2,SP,SUDESTE,0
SID,2,SP,NORDESTE,134464
SID,2,SP,NORDESTE,29040
SID,2,SP,SUL,698
SID,2,SP,NORDESTE,2106
SID,2,RS,NORTE,3789
SID,2,RS,SUL,534
SID,2,RS,SUDESTE,2244
SID,2,PE,SUDESTE,10505
SID,2,PE,SUDESTE,121858
SID,2,PE,SUDESTE,2106
SID,2,PE,NORDESTE,649
SID,2,BA,SUDESTE,18221
SID,2,BA,SUL,1806
SID,2,BA,SUL,1806
SID,2,BA,NORDESTE,20320
SID,2,BA,SUDESTE,1218
SID,2,BA,SUDESTE,24360
SID,2,BA,SUDESTE,29040
SID,3,DF,NORTE,2510
SID,3,DF,CENTRO-OESTE,
SID,3,DF,SUL,1082
SID,3,DF,NORTE,42856
SID,3,DF,CENTRO-OESTE,163
SID,3,DF,SUDESTE,36765
SID,3,RR,CENTRO-OESTE,2510
SID,3,RR,CENTRO-OESTE,2674
SID,3,RR,SUL,3390
SID,3,RR,SUDESTE,3303
SID,3,RR,SUL,
SID,3,MG,SUL,847
SID,3,MG,NORDESTE,
SID,3,MG,SUDESTE,19880
SID,3,MG,NORDESTE,21098
SID,3,MS,CENTRO-OESTE,16445
SID,3,MS,SUDESTE,
SID,3,MS,SUL,1116
SID,3,PR,NORTE,3390
SID,3,PR,SUDESTE,1436
SID,3,PR,SUL,534
SID,3,AM,CENTRO-OESTE,42856
SID,3,AM,NORTE,0
SID,3,AM,SUDESTE,2697
SID,3,AM,SUDESTE,2697
SID,3,AM,,7302
SID,3,CE,SUDESTE,
SID,3,CE,NORDESTE,23368
SID,3,RJ,SUDESTE,7751
SID,3,RJ,NORDESTE,26796
SID,3,GO,CENTRO-OESTE,15730
SID,3,GO,SUDESTE,40450
SID,3,SP,CENTRO-OESTE,38475
SID,3,SP,NORTE,3303
SID,3,SP,SUDESTE,19880
SID,3,SP,CENTRO-OESTE,
SID,3,SP,SUL,359
SID,3,SP,NORTE,2697
SID,3,SP,NORDESTE,
SID,3,SP,SUDESTE,7414
SID,3,SP,CENTRO-OESTE,38832
SID,3,SP,NORDESTE,149171
SID,3,SP,NORDESTE,31944
SID,3,SP,,
SID,3,RS,NORTE,3789
SID,3,RS,SUL,534
SID,3,RS,NORTE,2832
SID,3,RS,,
SID,3,AC,SUL,2832
SID,3,AC,,1586
SID,3,PE,SUL,2454
SID,3,PE,SUDESTE,8404
SID,3,PE,SUDESTE,144969
SID,3,PE,NORDESTE,0
SID,3,BA,SUDESTE,22057
SID,3,BA,NORDESTE,22352
SID,3,BA,SUDESTE,28014
SID,3,BA,SUDESTE,33396
SID,3,BA,NORDESTE,0
SID,3,,SUL,
SID,3,,NORTE,1586
SID,3, VARGAS (NEAR CARACAS),AM,7302
SID,3, VARGAS (NEAR CARACAS),SP,
SID,4,DF,NORTE,40908
SID,4,DF,SUDESTE,31635
SID,4,RR,CENTRO-OESTE,2674
SID,4,RR,SUL,3390
SID,4,RR,SUDESTE,3303
SID,4,RR,SUL,
SID,4,MG,SUL,1694
SID,4,MG,NORDESTE,
SID,4,MG,SUDESTE,497
SID,4,MG,SUDESTE,16401
SID,4,MG,NORDESTE,17262
SID,4,MS,CENTRO-OESTE,13585
SID,4,MS,SUDESTE,
SID,4,MS,SUL,1116
SID,4,PR,NORTE,6780
SID,4,PR,SUDESTE,1077
SID,4,PR,SUDESTE,1077
SID,4,MT,NORTE,2117
SID,4,AM,CENTRO-OESTE,38960
SID,4,AM,SUDESTE,2697
SID,4,CE,SUDESTE,
SID,4,CE,NORDESTE,19304
SID,4,RJ,SUDESTE,0
SID,4,RJ,SUDESTE,6403
SID,4,RJ,NORDESTE,23142
SID,4,GO,CENTRO-OESTE,13585
SID,4,GO,SUDESTE,36405
SID,4,GO,,2851
SID,4,SP,CENTRO-OESTE,32490
SID,4,SP,NORTE,3303
SID,4,SP,SUDESTE,17395
SID,4,SP,CENTRO-OESTE,
SID,4,SP,NORTE,
SID,4,SP,NORDESTE,
SID,4,SP,SUDESTE,6403
SID,4,SP,CENTRO-OESTE,809
SID,4,SP,CENTRO-OESTE,36405
SID,4,SP,SUDESTE,0
SID,4,SP,NORDESTE,134464
SID,4,SP,NORDESTE,29040
SID,4,SP,,1137
SID,4,RS,NORTE,
SID,4,RS,CENTRO-OESTE,1673
SID,4,PE,SUL,4908
SID,4,PE,SUL,2454
SID,4,PE,SUDESTE,128161
SID,4,BA,SUDESTE,18221
SID,4,BA,NORDESTE,19304
SID,4,BA,SUDESTE,23142
SID,4,BA,SUDESTE,27588
SID,4,BA,NORDESTE,0
SID,4,,CENTRO-OESTE,2851
SID,4,,SUDESTE,1137
SID,5, BUENOS AIRES PROVINCE,GO,8787
SID,5,DF,CENTRO-OESTE,0
SID,5,DF,NORTE,40908
SID,5,DF,SUDESTE,914
SID,5,DF,SUDESTE,33345
SID,5,RR,SUL,3390
SID,5,RR,NORTE,658
SID,5,RR,SUDESTE,16515
SID,5,MG,NORDESTE,
SID,5,MG,SUDESTE,497
SID,5,MG,SUDESTE,17395
SID,5,MG,NORDESTE,18221
SID,5,MS,SUDESTE,
SID,5,MS,CENTRO-OESTE,13585
SID,5,MS,SUDESTE,
SID,5,PR,NORTE,2758
SID,5,PR,SUDESTE,1077
SID,5,PR,SUL,534
SID,5,PR,,
SID,5,MT,NORTE,8468
SID,5,AM,CENTRO-OESTE,42856
SID,5,AM,NORTE,658
SID,5,AM,SUL,2758
SID,5,AM,SUDESTE,
SID,5,AM,SUDESTE,
SID,5,AM,,8156
SID,5,CE,SUDESTE,
SID,5,CE,SUDESTE,
SID,5,CE,NORDESTE,627
SID,5,CE,NORDESTE,21336
SID,5,RJ,SUDESTE,7751
SID,5,RJ,NORDESTE,23142
SID,5,GO,,10149
SID,5,GO,SUDESTE,647
SID,5,GO,CENTRO-OESTE,12870
SID,5,GO,SUL,990
SID,5,GO,SUL,990
SID,5,GO,SUDESTE,36405
SID,5,GO,,1287
SID,5,SP,CENTRO-OESTE,33345
SID,5,SP,NORTE,3303
SID,5,SP,SUDESTE,15904
SID,5,SP,CENTRO-OESTE,907
SID,5,SP,SUL,359
SID,5,SP,NORTE,2697
SID,5,SP,NORDESTE,
SID,5,SP,SUDESTE,6403
SID,5,SP,CENTRO-OESTE,36405
SID,5,SP,SUDESTE,0
SID,5,SP,SUDESTE,0
SID,5,SP,SUL,3464
SID,5,SP,NORDESTE,142868
SID,5,SP,NORDESTE,33396
SID,5,RS,NORTE,
SID,5,RS,CENTRO-OESTE,6692
SID,5,RS,CENTRO-OESTE,1499
SID,5,RS,,819
SID,5,PE,SUDESTE,1608
SID,5,PE,SUL,2454
SID,5,PE,SUL,2454
SID,5,PE,NORDESTE,627
SID,5,PE,SUDESTE,1859
SID,5,PE,SUDESTE,8404
SID,5,PE,SUDESTE,126060
SID,5,BA,SUDESTE,19180
SID,5,BA,NORDESTE,21336
SID,5,BA,SUDESTE,25578
SID,5,BA,SUDESTE,29040
SID,5,,CENTRO-OESTE,1287
SID,5,,SUL,819
SID,5, VARGAS (NEAR CARACAS),PR,
SID,5, VARGAS (NEAR CARACAS),AM,7389
SID,6,DF,NORTE,42856
SID,6,DF,CENTRO-OESTE,163
SID,6,DF,SUDESTE,36765
SID,6,DF,SUDESTE,943
SID,6,RR,NORTE,0
SID,6,RR,CENTRO-OESTE,5348
SID,6,RR,SUDESTE,3303
SID,6,RR,SUL,
SID,6,MG,SUDESTE,0
SID,6,MG,SUL,847
SID,6,MG,NORDESTE,
SID,6,MG,SUDESTE,18389
SID,6,MG,NORDESTE,20139
SID,6,MS,CENTRO-OESTE,15730
SID,6,MS,SUDESTE,
SID,6,MS,SUL,2232
SID,6,PR,NORTE,3390
SID,6,PR,SUDESTE,718
SID,6,AM,CENTRO-OESTE,44804
SID,6,AM,NORTE,0
SID,6,AM,SUDESTE,
SID,6,CE,SUDESTE,2347
SID,6,CE,NORDESTE,21336
SID,6,RJ,SUDESTE,337
SID,6,RJ,SUDESTE,7414
SID,6,RJ,NORDESTE,25578
SID,6,GO,CENTRO-OESTE,15730
SID,6,GO,SUDESTE,38832
SID,6,SP,CENTRO-OESTE,37620
SID,6,SP,NORTE,3303
SID,6,SP,SUDESTE,19383
SID,6,SP,CENTRO-OESTE,
SID,6,SP,NORTE,2697
SID,6,SP,NORDESTE,2347
SID,6,SP,SUDESTE,7077
SID,6,SP,CENTRO-OESTE,38023
SID,6,SP,SUDESTE,0
SID,6,SP,NORDESTE,147070
SID,6,SP,NORDESTE,31944
SID,6,RS,NORTE,3789
SID,6,RS,SUL,534
SID,6,PE,SUL,2454
SID,6,PE,SUDESTE,8404
SID,6,PE,SUDESTE,132363
SID,6,PE,NORDESTE,649
SID,6,PE,SUDESTE,1468
SID,6,BA,SUDESTE,20139
SID,6,BA,NORDESTE,21336
SID,6,BA,SUDESTE,26796
SID,6,BA,SUDESTE,31944
SID,6,ES,SUDESTE,417
SID,6,ES,SUDESTE,729
SKU,1,SC,,24387
SKU,1,RJ,,61614
SKU,1,SP,,31368
SKU,1,,SUL,24387
SKU,1,,SUDESTE,61614
SKU,1,,SUDESTE,31368
SKU,2,SC,,24387
SKU,2,RJ,,55746
SKU,2,SP,,20912
SKU,2,,SUL,24387
SKU,2,,SUDESTE,55746
SKU,2,,SUDESTE,20912
SKU,3,SC,,4434
SKU,3,RJ,,29340
SKU,3,SP,,7842
SKU,3,,SUL,4434
SKU,3,,SUDESTE,29340
SKU,3,,SUDESTE,7842
SKU,5,,SUDESTE,5448
SKU,5,,,
SKU,5,SP,,5448
SKU,5,SP,,2614
SKU,5,,,
SKU,5,,SUDESTE,2614
SKU,6,,NORTE,2752
SKU,6,,SUDESTE,
SKU,6,,,
SKU,6,AM,SUDESTE,2697
SKU,6,AM,,
SKU,6,SP,,5448
SKU,6,SP,,2614
SKU,6,,,
SKU,6,,SUDESTE,2614
SKX,3,RS,,0
SKX,3, LIMA METROPOLITAN AREA,RS,0
SLM,1,PA,NORTE,0
SLM,1,PA,,1065
SLM,1,,NORTE,1065
SLM,1,,,0
SLM,2,PA,,1065
SLM,2,,NORTE,1065
SLM,3,PA,,1065
SLM,3,,NORTE,1065
SLM,4,PA,,1065
SLM,4,,NORTE,1065
SLM,5,PA,,1065
SLM,5,,NORTE,1065
SOO,1, CALIFORNIA,SP,0
SOO,1, CALIFORNIA,,
SOO,1, FLORIDA,SP,0
SOO,1, FLORIDA,,
SOO,1,SP,,31368
SOO,2, CALIFORNIA,SP,0
SOO,2, CALIFORNIA,,
SOO,2, FLORIDA,SP,0
SOO,2, FLORIDA,,
SOO,2,SP,,28754
SOO,3, CALIFORNIA,SP,0
SOO,3, CALIFORNIA,,
SOO,3,SP,,20912
SOO,4, CALIFORNIA,SP,0
SOO,4, CALIFORNIA,,
SOO,4,SP,,20912
SOO,5, CALIFORNIA,SP,0
SOO,5, CALIFORNIA,,
SOO,5,SP,,15684
SOO,6, CALIFORNIA,SP,0
SOO,6, CALIFORNIA,,
SOO,6,SP,,20912
SUL,1,MT,CENTRO-OESTE,408
SUL,1,MT,CENTRO-OESTE,
SUL,1,MT,CENTRO-OESTE,8752
SUL,1,MT,CENTRO-OESTE,87
SUL,1,MT,CENTRO-OESTE,291
SUL,1,MT,CENTRO-OESTE,2560
SUL,1,MT,CENTRO-OESTE,9299
SUL,1,MT,CENTRO-OESTE,2720
SUL,1,MT,CENTRO-OESTE,
SUL,2,MT,CENTRO-OESTE,408
SUL,2,MT,CENTRO-OESTE,5470
SUL,2,MT,CENTRO-OESTE,408
SUL,2,MT,CENTRO-OESTE,786
SUL,2,MT,CENTRO-OESTE,1920
SUL,2,MT,CENTRO-OESTE,5470
SUL,2,MT,CENTRO-OESTE,786
SUL,2,MT,CENTRO-OESTE,1920
SUL,2,MT,CENTRO-OESTE,
SUL,3,MT,CENTRO-OESTE,10393
SUL,3,MT,CENTRO-OESTE,3040
SUL,3,MT,CENTRO-OESTE,10393
SUL,3,MT,CENTRO-OESTE,3040
SUL,3,MT,CENTRO-OESTE,
SUL,4,MT,CENTRO-OESTE,2735
SUL,4,MT,CENTRO-OESTE,800
SUL,4,MT,CENTRO-OESTE,2735
SUL,4,MT,CENTRO-OESTE,800
SUL,4,MT,CENTRO-OESTE,
SWQ,2021,ALEXANDRIA,CONFINS,
SWQ,2021,ALEXANDRIA,GEORGETOWN,
SWQ,2021,ALEXANDRIA,SAN JUAN,32655
SWQ,2021,CONFINS, FLORIDA,
SWQ,2021,CONFINS,,0
SWQ,2021,GEORGETOWN, FLORIDA,0
SWQ,2021,GEORGETOWN,MG,0
SWQ,2021,SAN JUAN,MG,
SWQ,2021,SAN JUAN,,0
SWQ,2021,ALEXANDRIA,CONFINS,
SWQ,2021,ALEXANDRIA,GEORGETOWN,
SWQ,2021,ALEXANDRIA,SAN JUAN,151466
SWQ,2021,CONFINS, FLORIDA,
SWQ,2021,CONFINS,,0
SWQ,2021,GEORGETOWN, FLORIDA,0
SWQ,2021,GEORGETOWN,MG,0
SWQ,2021,SAN JUAN,MG,
SWQ,2021,SAN JUAN,,0
SWR,1,,SUDESTE,28827
SWR,1,,SUDESTE,172962
SWR,1,,,
SWR,1, BUENOS AIRES PROVINCE,,
SWR,1, BUENOS AIRES PROVINCE,SP,0
SWR,1,SP,,96090
SWR,1,SP,,182571
SWR,1,SP,,0
SWR,1,,,
SWR,1,,SUDESTE,7842
SWR,1, LIMA METROPOLITAN AREA,,
SWR,1, LIMA METROPOLITAN AREA,SP,0
SWR,2,,SUDESTE,48045
SWR,2,,SUDESTE,134526
SWR,2,,,
SWR,2,SP,,67263
SWR,2,SP,,124917
SWR,2,SP,,0
SWR,2,,,
SWR,2,,SUDESTE,10456
SWR,2, LIMA METROPOLITAN AREA,,
SWR,2, LIMA METROPOLITAN AREA,SP,0
SWR,3,,,
SWR,3,,SUDESTE,38436
SWR,3,,SUDESTE,144135
SWR,3, BUENOS AIRES PROVINCE,,
SWR,3, BUENOS AIRES PROVINCE,SP,0
SWR,3,SP,,67263
SWR,3,SP,,144135
SWR,3,SP,,0
SWR,3,,,
SWR,3,,SUDESTE,5228
SWR,4,,,
SWR,4,,SUDESTE,76872
SWR,4,,SUDESTE,134526
SWR,4, BUENOS AIRES PROVINCE,,
SWR,4, BUENOS AIRES PROVINCE,SP,0
SWR,4,SP,,76872
SWR,4,SP,,124917
SWR,4,SP,,0
SWR,5,,,
SWR,5,,SUDESTE,76872
SWR,5,,SUDESTE,172962
SWR,5, BUENOS AIRES PROVINCE,,
SWR,5, BUENOS AIRES PROVINCE,SP,0
SWR,5,SP,,86481
SWR,5,SP,,172962
SWR,5,SP,,0
SWR,6,,,
SWR,6,,SUDESTE,86481
SWR,6,,SUDESTE,153744
SWR,6, BUENOS AIRES PROVINCE,,
SWR,6, BUENOS AIRES PROVINCE,SP,0
SWR,6,SP,,86481
SWR,6,SP,,144135
SWR,6,SP,,0
TAM,1,,SUDESTE,176364
TAM,1, MASSACHUSETTS,SP,177158
TAM,1, NEW YORK,SP,976990
TAM,1, FLORIDA,SP,2768680
TAM,1, FLORIDA,SP,673308
TAM,1, FLORIDA,PE,73510
TAM,1,,SUDESTE,100536
TAM,1,,SUDESTE,95220
TAM,1,,SUDESTE,96629
TAM,1, BUENOS AIRES PROVINCE,SP,329754
TAM,1,SE,CENTRO-OESTE,40052
TAM,1,SE,SUDESTE,1469
TAM,1,SE,SUDESTE,102300
TAM,1,SE,SUDESTE,1605
TAM,1,PA,CENTRO-OESTE,99944
TAM,1,PA,SUDESTE,233795
TAM,1,PA,NORTE,710
TAM,1,DF,NORDESTE,40052
TAM,1,DF,NORTE,101556
TAM,1,DF,CENTRO-OESTE,0
TAM,1,DF,NORTE,45180
TAM,1,DF,SUDESTE,18321
TAM,1,DF,CENTRO-OESTE,22802
TAM,1,DF,SUL,33542
TAM,1,DF,CENTRO-OESTE,42973
TAM,1,DF,NORTE,122724
TAM,1,DF,SUL,40734
TAM,1,DF,NORDESTE,125208
TAM,1,DF,SUDESTE,30162
TAM,1,DF,CENTRO-OESTE,5053
TAM,1,DF,SUDESTE,855
TAM,1,DF,SUDESTE,159885
TAM,1,DF,NORDESTE,35681
TAM,1,DF,NORDESTE,106206
TAM,1,DF,SUDESTE,798
TAM,1,DF,NORTE,15275
TAM,1,DF,NORDESTE,92566
TAM,1,DF,NORTE,25256
TAM,1,DF,SUL,97905
TAM,1,DF,NORDESTE,17993
TAM,1,DF,NORTE,59179
TAM,1,DF,NORTE,58864
TAM,1,DF,NORDESTE,102548
TAM,1,DF,SUDESTE,152192
TAM,1,DF,SUDESTE,586
TAM,1,DF,NORDESTE,93863
TAM,1,DF,NORDESTE,47461
TAM,1,DF,NORTE,28441
TAM,1,DF,SUDESTE,194679
TAM,1,DF,NORDESTE,47740
TAM,1,DF,NORDESTE,58256
TAM,1,DF,SUDESTE,29233
TAM,1,DF,SUDESTE,1336
TAM,1,RR,CENTRO-OESTE,45180
TAM,1,MG,CENTRO-OESTE,18912
TAM,1,MG,SUDESTE,497
TAM,1,MG,SUDESTE,62125
TAM,1,MG,SUDESTE,60260
TAM,1,MS,CENTRO-OESTE,22802
TAM,1,MS,SUDESTE,907
TAM,1,MS,SUDESTE,58955
TAM,1,MS,,11009
TAM,1,SC,SUDESTE,22380
TAM,1,PR,NORTE,2686
TAM,1,PR,CENTRO-OESTE,33542
TAM,1,PR,SUL,533
TAM,1,PR,SUDESTE,42003
TAM,1,PR,SUDESTE,349
TAM,1,PR,SUDESTE,33431
TAM,1,PR,NORDESTE,1806
TAM,1,MT,CENTRO-OESTE,42973
TAM,1,MT,SUDESTE,82460
TAM,1,MT,NORTE,1145
TAM,1,MT,SUDESTE,65121
TAM,1,AM,CENTRO-OESTE,120776
TAM,1,AM,SUDESTE,356004
TAM,1,PR,SUDESTE,845
TAM,1,PR,SUDESTE,845
TAM,1,PR,SUDESTE,76895
TAM,1,PR,SUDESTE,18062
TAM,1,SC,CENTRO-OESTE,40734
TAM,1,SC,SUDESTE,72615
TAM,1,SC,SUL,363
TAM,1,SC,SUDESTE,49776
TAM,1,CE,CENTRO-OESTE,125208
TAM,1,CE,SUDESTE,1858
TAM,1,CE,SUDESTE,67487
TAM,1,CE,SUDESTE,4694
TAM,1,CE,SUDESTE,420113
TAM,1,CE,SUDESTE,73563
TAM,1,RJ,CENTRO-OESTE,28334
TAM,1,RJ,NORDESTE,67487
TAM,1,RJ,SUDESTE,337
TAM,1,RJ,SUDESTE,337
TAM,1,RJ,SUDESTE,33700
TAM,1,RJ,SUDESTE,28
TAM,1,GO,CENTRO-OESTE,5053
TAM,1,GO,SUDESTE,75237
TAM,1,GO,SUDESTE,25482
TAM,1,SP,,176364
TAM,1,SP,,112377
TAM,1,SP,,123731
TAM,1,SP,,1069800
TAM,1,SP,,3053620
TAM,1,SP,,100536
TAM,1,SP,,95220
TAM,1,SP,,96629
TAM,1,SP,,363603
TAM,1,SP,NORDESTE,105710
TAM,1,SP,NORTE,231334
TAM,1,SP,CENTRO-OESTE,159885
TAM,1,SP,SUDESTE,497
TAM,1,SP,SUDESTE,61131
TAM,1,SP,CENTRO-OESTE,907
TAM,1,SP,CENTRO-OESTE,59862
TAM,1,SP,SUL,22380
TAM,1,SP,SUL,359
TAM,1,SP,SUL,42362
TAM,1,SP,CENTRO-OESTE,83790
TAM,1,SP,NORTE,356004
TAM,1,SP,SUL,76050
TAM,1,SP,SUL,72615
TAM,1,SP,NORDESTE,2347
TAM,1,SP,NORDESTE,424807
TAM,1,SP,SUDESTE,337
TAM,1,SP,SUDESTE,31341
TAM,1,SP,CENTRO-OESTE,74428
TAM,1,SP,SUDESTE,0
TAM,1,SP,NORDESTE,64272
TAM,1,SP,NORDESTE,61814
TAM,1,SP,SUL,19747
TAM,1,SP,NORDESTE,175200
TAM,1,SP,SUL,20228
TAM,1,SP,SUL,24752
TAM,1,SP,SUL,16950
TAM,1,SP,NORDESTE,238080
TAM,1,SP,SUL,39249
TAM,1,SP,SUL,866
TAM,1,SP,SUL,159344
TAM,1,SP,NORTE,64900
TAM,1,SP,NORDESTE,101928
TAM,1,SP,NORTE,76694
TAM,1,SP,NORTE,68225
TAM,1,SP,NORDESTE,310948
TAM,1,SP,SUDESTE,63798
TAM,1,SP,SUDESTE,10404
TAM,1,SP,NORDESTE,293888
TAM,1,SP,NORDESTE,216783
TAM,1,SP,SUDESTE,196
TAM,1,SP,SUDESTE,21420
TAM,1,SP,NORDESTE,1452
TAM,1,SP,NORDESTE,246840
TAM,1,SP,NORDESTE,64480
TAM,1,SP,SUDESTE,33894
TAM,1,SP,SUDESTE,67797
TAM,1,SP,,5228
TAM,1,SP,,13070
TAM,1,SP,SUDESTE,2724
TAM,1,SP,,52032
TAM,1,SP,,1339060
TAM,1,SP,,87872
TAM,1,BA,SUDESTE,749
TAM,1,BA,SUDESTE,65508
TAM,1,BA,SUDESTE,29072
TAM,1,MA,CENTRO-OESTE,35681
TAM,1,MA,SUDESTE,61814
TAM,1,SC,SUDESTE,19747
TAM,1,PB,CENTRO-OESTE,106206
TAM,1,PB,SUDESTE,3910
TAM,1,PB,SUDESTE,170820
TAM,1,SC,SUDESTE,20228
TAM,1,SP,SUDESTE,996
TAM,1,SP,SUDESTE,84
TAM,1,PR,SUL,423
TAM,1,PR,SUDESTE,24752
TAM,1,PA,CENTRO-OESTE,15275
TAM,1,PR,SUDESTE,16385
TAM,1,PR,SUL,91
TAM,1,AL,CENTRO-OESTE,91073
TAM,1,AL,SUDESTE,1427
TAM,1,AL,SUDESTE,1678
TAM,1,AL,SUDESTE,236160
TAM,1,AP,CENTRO-OESTE,25256
TAM,1,SC,SUDESTE,39249
TAM,1,SC,SUDESTE,31878
TAM,1,RS,CENTRO-OESTE,1605
TAM,1,RS,CENTRO-OESTE,1605
TAM,1,RS,CENTRO-OESTE,96300
TAM,1,RS,SUL,534
TAM,1,RS,SUDESTE,1732
TAM,1,RS,SUDESTE,866
TAM,1,RS,SUDESTE,158478
TAM,1,RS,SUDESTE,838
TAM,1,RS,SUDESTE,170114
TAM,1,TO,SUDESTE,64900
TAM,1,BA,CENTRO-OESTE,17993
TAM,1,BA,SUL,1455
TAM,1,BA,SUDESTE,99736
TAM,1,BA,SUDESTE,20232
TAM,1,RO,CENTRO-OESTE,59179
TAM,1,RO,SUDESTE,2703
TAM,1,RO,SUDESTE,74220
TAM,1,RO,NORTE,457
TAM,1,AC,CENTRO-OESTE,58864
TAM,1,AC,SUDESTE,70954
TAM,1,PE,CENTRO-OESTE,102548
TAM,1,PE,SUDESTE,308847
TAM,1,PE,SUDESTE,2106
TAM,1,RJ,CENTRO-OESTE,154048
TAM,1,RJ,SUDESTE,64141
TAM,1,RJ,SUDESTE,96990
TAM,1,RJ,NORDESTE,75888
TAM,1,RJ,SUDESTE,25916
TAM,1,SP,SUDESTE,10693
TAM,1,SP,SUDESTE,173
TAM,1,RN,CENTRO-OESTE,92092
TAM,1,RN,SUDESTE,1800
TAM,1,RN,SUDESTE,289296
TAM,1,RN,NORDESTE,858
TAM,1,MA,CENTRO-OESTE,47461
TAM,1,MA,SUDESTE,2251
TAM,1,MA,SUDESTE,212121
TAM,1,MA,SUDESTE,2292
TAM,1,PA,CENTRO-OESTE,30114
TAM,1,SP,CENTRO-OESTE,196425
TAM,1,SP,SUDESTE,59736
TAM,1,SP,SUL,33431
TAM,1,SP,CENTRO-OESTE,65121
TAM,1,SP,SUL,18883
TAM,1,SP,SUL,50264
TAM,1,SP,NORDESTE,73563
TAM,1,SP,CENTRO-OESTE,25482
TAM,1,SP,SUDESTE,56
TAM,1,SP,NORDESTE,29072
TAM,1,SP,SUL,31878
TAM,1,SP,SUL,172628
TAM,1,SP,NORDESTE,20232
TAM,1,SP,SUDESTE,97356
TAM,1,SP,NORDESTE,176120
TAM,1,SP,NORDESTE,9760
TAM,1,SP,SUDESTE,46872
TAM,1,SP,SUDESTE,21840
TAM,1,BA,CENTRO-OESTE,47740
TAM,1,BA,SUDESTE,959
TAM,1,BA,NORDESTE,1016
TAM,1,BA,SUDESTE,1218
TAM,1,BA,SUDESTE,2904
TAM,1,BA,SUDESTE,243936
TAM,1,BA,NORDESTE,450
TAM,1,BA,SUDESTE,75888
TAM,1,BA,SUDESTE,174640
TAM,1,BA,NORDESTE,0
TAM,1,BA,SUDESTE,9760
TAM,1,PI,CENTRO-OESTE,58256
TAM,1,PI,SUDESTE,64480
TAM,1,MG,CENTRO-OESTE,337
TAM,1,MG,NORTE,
TAM,1,MG,SUDESTE,33356
TAM,1,ES,CENTRO-OESTE,29233
TAM,1,ES,SUDESTE,67797
TAM,1,ES,SUDESTE,418
TAM,1,ES,SUDESTE,25498
TAM,1,ES,SUDESTE,46872
TAM,1,,,454275
TAM,1,SP,SUDESTE,958
TAM,1,SP,SUDESTE,2497
TAM,1,SP,SUDESTE,233
TAM,1,,SUDESTE,52032
TAM,1, LIMA METROPOLITAN AREA,SP,12764
TAM,1, LIMA METROPOLITAN AREA,SP,1360820
TAM,1, MONTEVIDEO,SP,85234
TAM,2,,SUDESTE,254748
TAM,2, NEAR AMSTERDAM,SP,
TAM,2, NEAR AMSTERDAM,SP,110019
TAM,2, NEAR AMSTERDAM,,92366
TAM,2, NEW YORK,SP,286510
TAM,2, FLORIDA, ARIZONA,0
TAM,2, FLORIDA,SP,74844
TAM,2, FLORIDA,SP,1725380
TAM,2, FLORIDA,SP,375091
TAM,2,,,12798
TAM,2,,SUDESTE,100536
TAM,2,,SUDESTE,89196
TAM,2, BUENOS AIRES PROVINCE,SP,150422
TAM,2,SE,CENTRO-OESTE,1292
TAM,2,SE,CENTRO-OESTE,34884
TAM,2,SE,SUDESTE,88660
TAM,2,PA,CENTRO-OESTE,80600
TAM,2,PA,SUDESTE,2461
TAM,2,PA,SUDESTE,177192
TAM,2,DF,NORDESTE,36176
TAM,2,DF,NORTE,78988
TAM,2,DF,CENTRO-OESTE,0
TAM,2,DF,NORTE,40160
TAM,2,DF,SUDESTE,16548
TAM,2,DF,CENTRO-OESTE,21048
TAM,2,DF,SUL,30296
TAM,2,DF,CENTRO-OESTE,38588
TAM,2,DF,NORTE,101296
TAM,2,DF,SUL,36792
TAM,2,DF,NORDESTE,94752
TAM,2,DF,SUDESTE,25592
TAM,2,DF,CENTRO-OESTE,163
TAM,2,DF,CENTRO-OESTE,4564
TAM,2,DF,SUDESTE,1710
TAM,2,DF,SUDESTE,117135
TAM,2,DF,NORDESTE,32228
TAM,2,DF,NORDESTE,68520
TAM,2,DF,NORTE,14100
TAM,2,DF,NORDESTE,65692
TAM,2,DF,NORTE,21648
TAM,2,DF,SUL,70620
TAM,2,DF,NORTE,53452
TAM,2,DF,NORTE,54336
TAM,2,DF,NORDESTE,72776
TAM,2,DF,SUDESTE,83520
TAM,2,DF,NORDESTE,85008
TAM,2,DF,NORDESTE,42868
TAM,2,DF,NORTE,26768
TAM,2,DF,SUDESTE,160632
TAM,2,DF,NORDESTE,47740
TAM,2,DF,NORDESTE,52960
TAM,2,DF,SUDESTE,26404
TAM,2,DF,SUDESTE,668
TAM,2,RR,CENTRO-OESTE,40160
TAM,2,MG,,
TAM,2,MG,CENTRO-OESTE,16548
TAM,2,MG,SUDESTE,42742
TAM,2,MG,SUDESTE,524
TAM,2,MG,SUDESTE,50304
