EMPRESA (SIGLA),MES,AEROPORTO DE ORIGEM (UF),AEROPORTO DE DESTINO (REGIAO),ORDER
LAE,8,PR,,
LAE,8,RJ,SUDESTE,1685
LAE,8,RJ,SUDESTE,398
LAE,8,RJ,,
LAE,8,RJ,,4541
LAE,8,SP,SUDESTE,337
LAE,8,SP,,4309
LAE,8,SP,,1137
LAE,8,SP,,47696
LAE,8,SP,SUDESTE,83
LAE,8,SP,,21270
LAE,8,PE,SUDESTE,4202
LAE,8,PE,,
LAE,8,,SUDESTE,3411
LAE,8,,,3783
LAE,8,,SUDESTE,1752
LAE,8,,,
LAE,9, FLORIDA,PR,0
LAE,9, FLORIDA,AM,0
LAE,9, FLORIDA,CE,0
LAE,9, FLORIDA,RJ,0
LAE,9, FLORIDA,SP,0
LAE,9, FLORIDA,SP,0
LAE,9, FLORIDA,PE,0
LAE,9, FLORIDA,,
LAE,9, FLORIDA,,0
LAE,9, FLORIDA,,0
LAE,9, FLORIDA,,
LAE,9, FLORIDA,,
LAE,9, FLORIDA, MONTEVIDEO,
LAE,9,PR,SUDESTE,349
LAE,9,PR,,4308
LAE,9,AM,,1787
LAE,9,CE,SUDESTE,2330
LAE,9,CE,,
LAE,9,RJ,SUDESTE,337
LAE,9,RJ,SUDESTE,796
LAE,9,RJ,,4541
LAE,9,SP,NORDESTE,2101
LAE,9,SP,,17344
LAE,9,SP,,0
LAE,9,SP,SUL,349
LAE,9,SP,SUDESTE,398
LAE,9,SP,,4227
LAE,9,SP,,1082
LAE,9,SP,,25524
LAE,9,SP,,4470
LAE,9,PE,SUDESTE,2106
LAE,9,PE,,4578
LAE,9,,,711
LAE,9,,SUDESTE,2164
LAE,9,,,
LAE,9,,,3783
LAE,9,,,
LAE,9,,SUDESTE,2628
LAE,9,,,
LAE,9, MONTEVIDEO,,0
LAE,10, FLORIDA,PR,0
LAE,10, FLORIDA,AM,0
LAE,10, FLORIDA,RJ,0
LAE,10, FLORIDA,SP,0
LAE,10, FLORIDA,SP,0
LAE,10, FLORIDA,PE,0
LAE,10, FLORIDA,BA,0
LAE,10, FLORIDA,,
LAE,10, FLORIDA,,0
LAE,10, FLORIDA,,
LAE,10, FLORIDA,,
LAE,10, FLORIDA,,
LAE,10, FLORIDA, MONTEVIDEO,323512
LAE,10,PR,SUDESTE,359
LAE,10,PR,SUDESTE,698
LAE,10,PR,,
LAE,10,AM,,7148
LAE,10,RJ,SUDESTE,1011
LAE,10,RJ,SUDESTE,796
LAE,10,RJ,,9082
LAE,10,RJ,,
LAE,10,SP,SUDESTE,337
LAE,10,SP,SUDESTE,83
LAE,10,SP,,4309
LAE,10,SP,,876
LAE,10,SP,,8672
LAE,10,SP,,4552
LAE,10,SP,,0
LAE,10,SP,,
LAE,10,SP,SUDESTE,398
LAE,10,SP,,4227
LAE,10,SP,,46794
LAE,10,SP,,4470
LAE,10,PE,SUDESTE,2101
LAE,10,BA,SUDESTE,1458
LAE,10,,SUDESTE,2274
LAE,10,,SUDESTE,4328
LAE,10,,,
LAE,10,,,3948
LAE,10,,,0
LAE,10, MONTEVIDEO,SP,0
LAE,10, MONTEVIDEO,SP,
LAE,10, MONTEVIDEO,,0
LAE,11, FLORIDA,AM,0
LAE,11, FLORIDA,RJ,0
LAE,11, FLORIDA,SP,0
LAE,11, FLORIDA,PE,0
LAE,11, FLORIDA,,
LAE,11, FLORIDA,,
LAE,11, FLORIDA,,
LAE,11, FLORIDA, MONTEVIDEO,
LAE,11,AM,,1787
LAE,11,RJ,SUDESTE,796
LAE,11,RJ,,2934
LAE,11,RJ,,9082
LAE,11,SP,SUDESTE,1194
LAE,11,SP,,
LAE,11,SP,,2164
LAE,11,SP,,25524
LAE,11,SP,,0
LAE,11,PE,SUDESTE,2106
LAE,11,PE,,
LAE,11,,,7566
LAE,12, FLORIDA,RJ,
LAE,12, FLORIDA,AM,0
LAE,12, FLORIDA,SC,0
LAE,12, FLORIDA,RJ,0
LAE,12, FLORIDA,SP,
LAE,12, FLORIDA,SP,0
LAE,12, FLORIDA,RS,
LAE,12, FLORIDA,PE,0
LAE,12, FLORIDA,,
LAE,12, FLORIDA,,
LAE,12, FLORIDA,,
LAE,12,RJ,,4644
LAE,12,AM,,1787
LAE,12,SC,SUDESTE,1030
LAE,12,SC,SUL,
LAE,12,SC,,
LAE,12,SC,,
LAE,12,RJ,SUDESTE,1011
LAE,12,RJ,,
LAE,12,RJ,,
LAE,12,SP,SUL,866
LAE,12,SP,,13008
LAE,12,SP,,4552
LAE,12,SP,,
LAE,12,SP,SUDESTE,518
LAE,12,SP,,8454
LAE,12,SP,,34032
LAE,12,RS,,4781
LAE,12,PE,SUDESTE,6318
LAE,12,PE,,
LAE,12,,,711
LAE,12,,,0
LAN,1,,SUDESTE,10607
LAN,1,,SUDESTE,137891
LAN,1,,,
LAN,1,,,
LAN,1,DF,,39130
LAN,1,SC,,2217
LAN,1,SC,,66510
LAN,1,RJ,,178974
LAN,1,RJ,,0
LAN,1,SP,,10607
LAN,1,SP,,127284
LAN,1,SP,,7842
LAN,1,SP,,109788
LAN,1,RS,,26474
LAN,1,,,
LAN,1,,,
LAN,1,,CENTRO-OESTE,39130
LAN,1,,SUL,68727
LAN,1,,SUDESTE,181908
LAN,1,,SUDESTE,115016
LAN,1,,SUL,26474
LAN,1,,SUDESTE,5168
LAN,1,,,
LAN,1,SP,,5168
LAN,1,SP,,4110
LAN,1,,SUDESTE,4110
LAN,1, MONTEVIDEO,RJ,0
LAN,1, MONTEVIDEO,,
LAN,2,,,1422
LAN,2,,NORDESTE,
LAN,2,,SUDESTE,
LAN,2,,NORDESTE,6071
LAN,2,,SUDESTE,
LAN,2,,SUDESTE,127284
LAN,2,,,
LAN,2,DF,,39130
LAN,2,SC,,93114
LAN,2,CE,SUDESTE,2347
LAN,2,RJ,,2934
LAN,2,SP,,137891
LAN,2,SP,,2614
LAN,2,SP,,2614
LAN,2,SP,,101946
LAN,2,SP,SUDESTE,227
LAN,2,SP,SUDESTE,148
LAN,2,RS,,22692
LAN,2,,,
LAN,2,,CENTRO-OESTE,39130
LAN,2,,SUL,93114
LAN,2,,SUDESTE,2614
LAN,2,,SUDESTE,104560
LAN,2,,SUDESTE,2581
LAN,2,,SUL,22692
LAN,2,SP,SUDESTE,227
LAN,2,SP,,7752
LAN,2,SP,,4110
LAN,2,,SUDESTE,4110
LAN,3,,SUDESTE,10607
LAN,3,,SUDESTE,137891
LAN,3,,,
LAN,3,,,
LAN,3,DF,,3010
LAN,3,DF,,27090
LAN,3,SC,,35472
LAN,3,RJ,,2934
LAN,3,RJ,,184842
LAN,3,SP,,0
LAN,3,SP,,0
LAN,3,SP,,10607
LAN,3,SP,,127284
LAN,3,SP,,10456
LAN,3,SP,,81034
LAN,3,RS,,17019
LAN,3,,,
LAN,3,,,
LAN,3,,,
LAN,3,,,
LAN,3,,CENTRO-OESTE,3010
LAN,3,,CENTRO-OESTE,27090
LAN,3,,SUL,35472
LAN,3,,SUDESTE,2934
LAN,3,,SUDESTE,184842
LAN,3,,SUDESTE,5228
LAN,3,,SUDESTE,94104
LAN,3,,SUL,17019
LAN,3,,SUDESTE,3178
LAN,3,SP,,5168
LAN,3,,SUDESTE,8220
LAN,3, LIMA METROPOLITAN AREA,SP,0
LAN,4,,SUDESTE,9798
LAN,4,,,
LAN,4, FLORIDA,SP,0
LAN,4, FLORIDA,SP,0
LAN,4, FLORIDA,SP,0
LAN,4, FLORIDA,SP,0
LAN,4, FLORIDA,,
LAN,4, FLORIDA,,
LAN,4,SP,,23526
LAN,4,SP,,65350
LAN,4,SP,,5162
LAN,4,,,0
LAN,4,,SUDESTE,7842
LAN,4,,SUDESTE,41824
LAN,5, FLORIDA,SP,0
LAN,5, FLORIDA,SP,0
LAN,5, FLORIDA,,
LAN,5, FLORIDA,,
LAN,5,RJ,,2934
LAN,5,SP,,0
LAN,5,SP,,12121
LAN,5,SP,,36596
LAN,5,SP,,47052
LAN,5,,,
LAN,5,,SUDESTE,2934
LAN,5,,SUDESTE,5228
LAN,5,,SUDESTE,23526
LAN,6, FLORIDA,SP,0
LAN,6, FLORIDA,SP,0
LAN,6, FLORIDA,,
LAN,6, FLORIDA,,
LAN,6,SP,,0
LAN,6,SP,,0
LAN,6,SP,,2614
LAN,6,SP,,31368
LAN,6,SP,,10456
LAN,6,,,
LAN,6,,,
LAN,6,,SUDESTE,10456
LAN,6,,SUDESTE,15684
LAN,7,SP,,62736
LAN,7,SP,SUDESTE,227
LAN,7,,SUDESTE,62736
LAN,7,SP,,4110
LAN,7,,SUDESTE,4336
LAN,7,,SUDESTE,
LAN,8,SP,,52280
LAN,8,,SUDESTE,49666
LAN,9, NEW YORK,SP,0
LAN,9, NEW YORK,,
LAN,9, FLORIDA,SP,0
LAN,9, FLORIDA,,
LAN,9,PR,,2262
LAN,9,PR,,2262
LAN,9,SP,,0
LAN,9,SP,,15684
LAN,9,SP,,39210
LAN,9,SP,,2581
LAN,9,RS,,1891
LAN,9,,,
LAN,9,,SUL,2262
LAN,9,,SUL,2262
LAN,9,,SUDESTE,57508
LAN,9,,SUL,1891
LAN,9,SP,,5168
LAN,9,SP,,4110
LAN,9,,SUDESTE,4110
LAN,10, NEW YORK,SP,0
LAN,10, NEW YORK,,
LAN,10, NEW YORK,,
LAN,10, FLORIDA,SP,0
LAN,10, FLORIDA,,
LAN,10, FLORIDA,,
LAN,10,,SUDESTE,108914
LAN,10,,,
LAN,10,,,
LAN,10,SP,,0
LAN,10,SP,,0
LAN,10,SP,,92158
LAN,10,SP,,25134
LAN,10,SP,,47052
LAN,10,SP,,49666
LAN,10,SP,,2581
LAN,10,SP,,2581
LAN,10,,,
LAN,10,,,
LAN,10,,,
LAN,10,,,
LAN,10,,SUDESTE,2614
LAN,10,,SUDESTE,94104
LAN,10,SP,,2584
LAN,11, FLORIDA,SP,0
LAN,11, FLORIDA,,
LAN,11,,SUDESTE,108914
LAN,11,,,
LAN,11,SP,,100536
LAN,11,SP,,33982
LAN,11,SP,,109788
LAN,11,SP,SUDESTE,227
LAN,11,SP,,5162
LAN,11,,,
LAN,11,,SUDESTE,143770
LAN,11,SP,,4110
LAN,11,,SUDESTE,4336
LAN,12, FLORIDA,SP,0
LAN,12, FLORIDA,,
LAN,12,,SUDESTE,108914
LAN,12,,,
LAN,12,RJ,SUDESTE,337
LAN,12,SP,,117292
LAN,12,SP,,36596
LAN,12,SP,,122858
LAN,12,SP,,5162
LAN,12,,,
LAN,12,,SUDESTE,2934
LAN,12,,SUDESTE,2614
LAN,12,,SUDESTE,154226
LAN,12,SP,,4110
LAN,12,,SUDESTE,4110
LAP,1,DF,,44733
LAP,1,SP,,70494
LAP,1,,CENTRO-OESTE,44733
LAP,1,,SUDESTE,70494
LAP,2,DF,,41847
LAP,2,SP,,65946
LAP,2,,CENTRO-OESTE,41847
LAP,2,,SUDESTE,65946
LAP,3,DF,,21645
LAP,3,SP,,1137
LAP,3,SP,,47754
LAP,3,,CENTRO-OESTE,21645
LAP,3,,SUDESTE,1137
LAP,3,,SUDESTE,48891
LAP,11,SP,,9096
LAP,11,,SUDESTE,10233
LAP,12,SP,,9096
LAP,12,,SUDESTE,2274
LAP,12,,SUDESTE,7959
LAU,2,,SUDESTE,2581
LAU,2,,SUDESTE,
LAU,2,,,
LAU,2,,,0
LAU,2, LIMA METROPOLITAN AREA,SP,
LAU,2, LIMA METROPOLITAN AREA,,0
LAU,3,DF,NORDESTE,1654
LAU,3,RJ,,0
LAU,3,SP,CENTRO-OESTE,798
LAU,3,SP,NORDESTE,
LAU,3,PE,SUDESTE,1859
LAU,3,PE,,
LCO,1,,,1830
LCO,1,,,9024
LCO,1,,CENTRO-OESTE,
LCO,1,,SUDESTE,
LCO,1,,,
LCO,1,,,
LCO,1,,,
LCO,1,,,46510
LCO,1,,CENTRO-OESTE,
LCO,1,,SUDESTE,
LCO,1,,,
LCO,1,,,
LCO,1, NEAR AMSTERDAM,,0
LCO,1, NEAR AMSTERDAM,,0
LCO,1, NEAR AMSTERDAM,DF,
LCO,1, NEAR AMSTERDAM,SP,
LCO,1, NEAR AMSTERDAM,,
LCO,1,,CENTRO-OESTE,4544
LCO,1,,SUDESTE,66859
LCO,1,,,
LCO,1,,,
LCO,1,,,
LCO,1, FLORIDA,,0
LCO,1, FLORIDA,,
LCO,1, FLORIDA, NEAR AMSTERDAM,1673530
LCO,1, FLORIDA,,
LCO,1, FLORIDA,DF,
LCO,1, FLORIDA,RJ,0
LCO,1, FLORIDA,SP,0
LCO,1, FLORIDA,BA,0
LCO,1, FLORIDA,,
LCO,1, FLORIDA,,
LCO,1, FLORIDA,,
LCO,1, FLORIDA, MONTEVIDEO,
LCO,1,DF,SUDESTE,798
LCO,1,DF,,
LCO,1,DF,,3771
LCO,1,RJ,SUDESTE,796
LCO,1,RJ,,2934
LCO,1,RJ,,
LCO,1,SP,CENTRO-OESTE,798
LCO,1,SP,,28391
LCO,1,SP,,4227
LCO,1,SP,,5410
LCO,1,SP,,0
LCO,1,BA,SUDESTE,1218
LCO,1,BA,SUDESTE,
LCO,1,BA,,
LCO,1,,,
LCO,1,,,
LCO,1,,,0
LCO,1,,CENTRO-OESTE,
LCO,1,,SUDESTE,
LCO,1,,,
LCO,1,,,
LCO,1,,,3142
LCO,1,,,7160
LCO,1, MONTEVIDEO,,0
LCO,2,,,2745
LCO,2,,,13536
LCO,2,,CENTRO-OESTE,
LCO,2,,SUDESTE,
LCO,2,,NORDESTE,
LCO,2,,,
LCO,2,,,
LCO,2,,,
LCO,2,,,60463
LCO,2,,SUDESTE,
LCO,2,,,
LCO,2,,,
LCO,2, NEAR AMSTERDAM,,0
LCO,2, NEAR AMSTERDAM,,0
LCO,2, NEAR AMSTERDAM,,0
LCO,2, NEAR AMSTERDAM,SP,
LCO,2, NEAR AMSTERDAM,,
LCO,2,,CENTRO-OESTE,4544
LCO,2,,SUDESTE,97717
LCO,2,,NORDESTE,3704
LCO,2,,,
LCO,2,,,
LCO,2,,,
LCO,2, FLORIDA,,0
LCO,2, FLORIDA,,
LCO,2, FLORIDA, NEAR AMSTERDAM,1769910
LCO,2, FLORIDA,,
LCO,2, FLORIDA,,
LCO,2, FLORIDA,DF,
LCO,2, FLORIDA,RJ,0
LCO,2, FLORIDA,PR,
LCO,2, FLORIDA,RJ,
LCO,2, FLORIDA,SP,0
LCO,2, FLORIDA,PE,0
LCO,2, FLORIDA,BA,
LCO,2, FLORIDA,,
LCO,2, FLORIDA,,
LCO,2, FLORIDA,,
LCO,2, FLORIDA, MONTEVIDEO,
LCO,2,,,12924
LCO,2,,SUDESTE,
LCO,2,,,
LCO,2,DF,SUDESTE,798
LCO,2,DF,,3771
LCO,2,RJ,,
LCO,2,RJ,,1325
LCO,2,PR,,2262
LCO,2,RJ,,4558
LCO,2,SP,CENTRO-OESTE,798
LCO,2,SP,SUL,349
LCO,2,SP,SUDESTE,398
LCO,2,SP,,43877
LCO,2,SP,,8454
LCO,2,SP,,0
LCO,2,PE,SUDESTE,2106
LCO,2,PE,,
LCO,2,BA,SUDESTE,1458
LCO,2,BA,,
LCO,2,,,
LCO,2,,,
LCO,2,,,0
LCO,2,,CENTRO-OESTE,
LCO,2,,SUDESTE,
LCO,2,,SUDESTE,
LCO,2,,NORDESTE,
LCO,2,,,3784
LCO,2,,,0
LCO,2,,,
LCO,2,,,
LCO,2,,,0
LCO,2,,SUDESTE,
LCO,2,,NORDESTE,
LCO,2,,,
LCO,2,,,1775
LCO,2, LIMA METROPOLITAN AREA,,
LCO,2, LIMA METROPOLITAN AREA,,
LCO,2, LIMA METROPOLITAN AREA, FLORIDA,0
LCO,2, LIMA METROPOLITAN AREA,DF,
LCO,2, LIMA METROPOLITAN AREA,SP,
LCO,2, LIMA METROPOLITAN AREA,,
LCO,2, MONTEVIDEO,,0
LCO,3,,,1830
LCO,3,,,13536
LCO,3,,CENTRO-OESTE,
LCO,3,,NORDESTE,
LCO,3,,SUDESTE,
LCO,3,,,
LCO,3,,,
LCO,3,,,
LCO,3,,,69765
LCO,3,,CENTRO-OESTE,
LCO,3,,NORDESTE,
LCO,3,,SUDESTE,
LCO,3,,SUDESTE,
LCO,3,,,
LCO,3,,,
LCO,3,,,
LCO,3, NEAR AMSTERDAM,,0
LCO,3, NEAR AMSTERDAM,,0
LCO,3, NEAR AMSTERDAM,,0
LCO,3, NEAR AMSTERDAM,DF,
LCO,3, NEAR AMSTERDAM,CE,
LCO,3, NEAR AMSTERDAM,SP,
LCO,3, NEAR AMSTERDAM,SP,
LCO,3, NEAR AMSTERDAM,,
LCO,3, NEAR AMSTERDAM,,
LCO,3, NEAR AMSTERDAM, MONTEVIDEO,
LCO,3,,CENTRO-OESTE,9088
LCO,3,,NORDESTE,5704
LCO,3,,SUDESTE,15441
LCO,3,,SUDESTE,77145
LCO,3,,,
LCO,3,,,
LCO,3,,,
LCO,3, FLORIDA,,0
LCO,3, FLORIDA,,
LCO,3, FLORIDA, NEAR AMSTERDAM,3934650
LCO,3, FLORIDA,,
LCO,3, FLORIDA,,
LCO,3, FLORIDA, BUENOS AIRES PROVINCE,
LCO,3, FLORIDA,DF,
LCO,3, FLORIDA,CE,
LCO,3, FLORIDA,SP,
LCO,3, FLORIDA,SP,0
LCO,3, FLORIDA,PE,0
LCO,3, FLORIDA,,
LCO,3, FLORIDA,,
LCO,3, FLORIDA,,0
LCO,3, FLORIDA,,
LCO,3, FLORIDA,,0
LCO,3, FLORIDA, MONTEVIDEO,
LCO,3,,,6462
LCO,3,,SUDESTE,
LCO,3,,,
LCO,3, BUENOS AIRES PROVINCE,,0
LCO,3,DF,SUDESTE,1596
LCO,3,DF,,3010
LCO,3,DF,,3771
LCO,3,AM,,
LCO,3,AM,,2061
LCO,3,CE,SUDESTE,2347
LCO,3,CE,SUDESTE,2330
LCO,3,CE,,
LCO,3,SP,CENTRO-OESTE,855
LCO,3,SP,,5228
LCO,3,SP,,4309
LCO,3,SP,,
LCO,3,SP,,0
LCO,3,SP,CENTRO-OESTE,798
LCO,3,SP,,38715
LCO,3,SP,,16908
LCO,3,SP,,2164
LCO,3,SP,,
LCO,3,SP,,0
LCO,3,PE,SUDESTE,6318
LCO,3,PE,,
LCO,3,,,
LCO,3,,,
LCO,3,,,
LCO,3,,,0
LCO,3,,CENTRO-OESTE,
LCO,3,,SUDESTE,
LCO,3,,,3784
LCO,3,,,
LCO,3,,,
LCO,3,,,0
LCO,3,,CENTRO-OESTE,
LCO,3,,SUDESTE,
LCO,3,,SUDESTE,1082
LCO,3,,,
LCO,3,,,270
LCO,3,,,0
LCO,3,,,1775
LCO,3,,SUDESTE,4254
LCO,3,,,
LCO,3, MONTEVIDEO,,0
LCO,4,,,139530
LCO,4,,CENTRO-OESTE,
LCO,4,,SUDESTE,
LCO,4,,SUDESTE,
LCO,4,,,
LCO,4,,,
LCO,4, NEAR AMSTERDAM,,0
LCO,4, NEAR AMSTERDAM,,
LCO,4, NEAR AMSTERDAM,DF,
LCO,4, NEAR AMSTERDAM,SP,
LCO,4, NEAR AMSTERDAM,SP,
LCO,4, NEAR AMSTERDAM,,
LCO,4, NEAR AMSTERDAM, MONTEVIDEO,
LCO,4,,CENTRO-OESTE,
LCO,4,,SUDESTE,77205
LCO,4,,SUDESTE,77145
LCO,4,,,
LCO,4,,,
LCO,4, FLORIDA,,
LCO,4, FLORIDA, NEAR AMSTERDAM,10354400
LCO,4, FLORIDA,,
LCO,4, FLORIDA, BUENOS AIRES PROVINCE,
LCO,4, FLORIDA,DF,
LCO,4, FLORIDA,RJ,
LCO,4, FLORIDA,RJ,
LCO,4, FLORIDA,SP,0
LCO,4, FLORIDA,SP,0
LCO,4, FLORIDA,PE,0
LCO,4, FLORIDA,,
LCO,4, FLORIDA,,
LCO,4, FLORIDA,,
LCO,4, FLORIDA,,0
LCO,4, FLORIDA, MONTEVIDEO,
LCO,4, BUENOS AIRES PROVINCE,,0
LCO,4,DF,,12040
LCO,4,RJ,,3033
LCO,4,RJ,,2934
LCO,4,SP,,0
LCO,4,SP,CENTRO-OESTE,3420
LCO,4,SP,SUDESTE,337
LCO,4,SP,,41824
LCO,4,SP,,2443
LCO,4,SP,,3411
LCO,4,SP,,0
LCO,4,SP,,0
LCO,4,SP,,0
LCO,4,SP,SUDESTE,518
LCO,4,SP,SUDESTE,166
LCO,4,SP,,51620
LCO,4,SP,,2380
LCO,4,SP,,3246
LCO,4,SP,,0
LCO,4,PE,SUDESTE,
LCO,4,PE,SUDESTE,2106
LCO,4,,,
LCO,4,,,
LCO,4,,,
LCO,4,,,0
LCO,4,,CENTRO-OESTE,
LCO,4,,SUDESTE,2614
LCO,4,,SUDESTE,5162
LCO,4,,,
LCO,4,,,0
LCO,4,,,2214
LCO,4,,,9426
LCO,4,,SUDESTE,828
LCO,4,,,
LCO,4, LIMA METROPOLITAN AREA,,
LCO,4, LIMA METROPOLITAN AREA, NEAR AMSTERDAM,
LCO,4, LIMA METROPOLITAN AREA,,
LCO,4, LIMA METROPOLITAN AREA, FLORIDA,230450
LCO,4, LIMA METROPOLITAN AREA,SP,
LCO,4, LIMA METROPOLITAN AREA,,
LCO,4, MONTEVIDEO,,0
LCO,5,,,153483
LCO,5,,CENTRO-OESTE,
LCO,5,,SUDESTE,
LCO,5,,SUDESTE,
LCO,5,,,
LCO,5,,,
LCO,5, NEAR AMSTERDAM,,0
LCO,5, NEAR AMSTERDAM,,
LCO,5, NEAR AMSTERDAM,DF,
LCO,5, NEAR AMSTERDAM,SP,
LCO,5, NEAR AMSTERDAM,SP,
LCO,5, NEAR AMSTERDAM,,
LCO,5, NEAR AMSTERDAM,,
LCO,5,,CENTRO-OESTE,
LCO,5,,SUDESTE,92646
LCO,5,,SUDESTE,77145
LCO,5,,,
LCO,5,,,
LCO,5, FLORIDA,,0
LCO,5, FLORIDA, NEAR AMSTERDAM,11435100
LCO,5, FLORIDA,,
LCO,5, FLORIDA,DF,
LCO,5, FLORIDA,AM,0
LCO,5, FLORIDA,RJ,0
LCO,5, FLORIDA,SP,
LCO,5, FLORIDA,SP,
LCO,5, FLORIDA,PE,0
LCO,5, FLORIDA,,
LCO,5, FLORIDA,,0
LCO,5, FLORIDA,,
LCO,5, FLORIDA, LIMA METROPOLITAN AREA,
LCO,5,,,0
LCO,5,,SUDESTE,
LCO,5,,,
LCO,5,DF,,9030
LCO,5,AM,,
LCO,5,AM,,2483
LCO,5,RJ,,
LCO,5,RJ,SUDESTE,796
LCO,5,RJ,,2934
LCO,5,RJ,,
LCO,5,SP,,
LCO,5,SP,,
LCO,5,SP,CENTRO-OESTE,2565
LCO,5,SP,SUDESTE,166
LCO,5,SP,,41824
LCO,5,SP,,12927
LCO,5,SP,,876
LCO,5,SP,,
LCO,5,SP,,0
LCO,5,SP,SUDESTE,398
LCO,5,SP,SUDESTE,83
LCO,5,SP,,41296
LCO,5,SP,,12681
LCO,5,SP,,0
LCO,5,PE,SUDESTE,
LCO,5,PE,SUDESTE,4202
LCO,5,PE,SUDESTE,2106
LCO,5,PE,,
LCO,5,,,
LCO,5,,,
LCO,5,,,
LCO,5,,,0
LCO,5,,,6597
LCO,5,,CENTRO-OESTE,
LCO,5,,SUDESTE,2934
LCO,5,,SUDESTE,10456
LCO,5,,SUDESTE,5162
LCO,5,,,
LCO,5,,,7568
LCO,5,,,
LCO,5,,,
LCO,5,,,
LCO,5,,,
LCO,5,,,
LCO,5,,,
LCO,5,,,0
LCO,5,,CENTRO-OESTE,
LCO,5,,SUDESTE,
LCO,5,,,
LCO,5,,SUDESTE,2274
LCO,5,,,1571
LCO,5,,,1775
LCO,6,,,3185
LCO,6,,,130228
LCO,6,,,
LCO,6,,CENTRO-OESTE,
LCO,6,,SUDESTE,
LCO,6,,SUDESTE,
LCO,6,,,
LCO,6,,,
LCO,6, NEAR AMSTERDAM,,0
LCO,6, NEAR AMSTERDAM,,
LCO,6, NEAR AMSTERDAM,,
LCO,6, NEAR AMSTERDAM, BUENOS AIRES PROVINCE,
LCO,6, NEAR AMSTERDAM,DF,
LCO,6, NEAR AMSTERDAM,SP,
LCO,6, NEAR AMSTERDAM,SP,
LCO,6, NEAR AMSTERDAM,,
LCO,6, NEAR AMSTERDAM,,
LCO,6,,SUDESTE,6609
LCO,6,,,
LCO,6,,,
LCO,6,,CENTRO-OESTE,
LCO,6,,SUDESTE,87499
LCO,6,,SUDESTE,56573
LCO,6,,,
LCO,6,,,
LCO,6, FLORIDA,,
LCO,6, FLORIDA, NEAR AMSTERDAM,9796140
LCO,6, FLORIDA,,
LCO,6, FLORIDA,,
LCO,6, FLORIDA, BUENOS AIRES PROVINCE,
LCO,6, FLORIDA,DF,
LCO,6, FLORIDA,RJ,0
LCO,6, FLORIDA,SP,0
LCO,6, FLORIDA,SP,0
LCO,6, FLORIDA,,
LCO,6, FLORIDA,,
LCO,6, FLORIDA,,
LCO,6, FLORIDA, MONTEVIDEO,
LCO,6, BUENOS AIRES PROVINCE,,0
LCO,6,DF,,6020
LCO,6,DF,,3682
LCO,6,AM,,0
LCO,6,RJ,SUDESTE,337
LCO,6,RJ,,
LCO,6,SP,,
LCO,6,SP,,0
LCO,6,SP,CENTRO-OESTE,2565
LCO,6,SP,SUDESTE,166
LCO,6,SP,,33982
LCO,6,SP,,8618
LCO,6,SP,,
LCO,6,SP,,0
LCO,6,SP,,0
LCO,6,SP,,33553
LCO,6,SP,,21135
LCO,6,SP,,1082
LCO,6,SP,,0
LCO,6,PE,,
LCO,6,PE,,4894
LCO,6,,,
LCO,6,,,
LCO,6,,,
LCO,6,,,0
LCO,6,,,
LCO,6,,CENTRO-OESTE,
LCO,6,,NORTE,3555
LCO,6,,SUDESTE,5228
LCO,6,,SUDESTE,
LCO,6,,,
LCO,6,,,3784
LCO,6,,,
LCO,6,,,
LCO,6,,,
LCO,6,,,0
LCO,6,,SUDESTE,
LCO,6,,,
LCO,6,,,1571
LCO,6, MONTEVIDEO,,0
LCO,7,,,134879
LCO,7,,,
LCO,7,,,
LCO,7,,CENTRO-OESTE,
LCO,7,,SUDESTE,9568
LCO,7,,SUDESTE,
LCO,7,,SUDESTE,
LCO,7,,,
LCO,7,,,
LCO,7,,,
LCO,7, NEAR AMSTERDAM,,0
LCO,7, NEAR AMSTERDAM,,
LCO,7, NEAR AMSTERDAM, FLORIDA,
LCO,7, NEAR AMSTERDAM, BUENOS AIRES PROVINCE,
LCO,7, NEAR AMSTERDAM,DF,
LCO,7, NEAR AMSTERDAM,RJ,
LCO,7, NEAR AMSTERDAM,SP,
LCO,7, NEAR AMSTERDAM,SP,
LCO,7, NEAR AMSTERDAM,,
LCO,7, NEAR AMSTERDAM,,
LCO,7, NEAR AMSTERDAM, MONTEVIDEO,
LCO,7,,,
LCO,7,,,
LCO,7,,CENTRO-OESTE,
LCO,7,,SUDESTE,87499
LCO,7,,SUDESTE,61716
LCO,7,,,
LCO,7,,,
LCO,7,,,
LCO,7, FLORIDA,,
LCO,7, FLORIDA, NEAR AMSTERDAM,10209800
LCO,7, FLORIDA,,
LCO,7, FLORIDA, FLORIDA,
LCO,7, FLORIDA, BUENOS AIRES PROVINCE,
LCO,7, FLORIDA,DF,
LCO,7, FLORIDA,AM,0
LCO,7, FLORIDA,RJ,0
LCO,7, FLORIDA,SP,
LCO,7, FLORIDA,SP,0
LCO,7, FLORIDA,PE,0
LCO,7, FLORIDA,,
LCO,7, FLORIDA,,0
LCO,7, FLORIDA,,0
LCO,7, FLORIDA,,
LCO,7, FLORIDA, LIMA METROPOLITAN AREA,
LCO,7, FLORIDA, MONTEVIDEO,
LCO,7, BUENOS AIRES PROVINCE,,0
LCO,7,DF,,
LCO,7,DF,,3771
LCO,7,DF,,7364
LCO,7,AM,,3555
